,Unnamed: 0,회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),영업활동,투자활동,재무활동,영업활동(연결),투자활동(연결),재무활동(연결),기업수명,기업수명(연결)
11848,11848,씨제이제일제당(주),97950,19-Dec,581587867,-1355137138,764168401,2143095681,-3189885009,1228711735,+,-,+,+,-,+,성장기,성장기
11849,11849,씨제이프레시웨이(주),51500,11-Dec,46934757,-58018726,11698138,57977892,-70340628,11692506,+,-,+,+,-,+,성장기,성장기
11850,11850,씨제이프레시웨이(주),51500,12-Dec,-3676553,-120404935,124807313,2814354,-124909449,124788851,-,-,+,+,-,+,도입기,성장기
11851,11851,씨제이프레시웨이(주),51500,13-Dec,-13323627,-8804666,25730455,-9569990,-16356584,25730455,-,-,+,-,-,+,도입기,도입기
11852,11852,씨제이프레시웨이(주),51500,14-Dec,31731356,-30505601,-6466355,31862996,-29954285,-5763340,+,-,-,+,-,-,성숙기,성숙기
11853,11853,씨제이프레시웨이(주),51500,15-Dec,-23191703,-36502168,59609242,-18442496,-37659466,59719050,-,-,+,-,-,+,도입기,도입기
11854,11854,씨제이프레시웨이(주),51500,16-Dec,-6132962,-91110993,96165043,-4842851,-53697731,59965093,-,-,+,-,-,+,도입기,도입기
11855,11855,씨제이프레시웨이(주),51500,17-Dec,28444723,-33455716,49257879,23395608,-33519084,53294547,+,-,+,+,-,+,성장기,성장기
11856,11856,씨제이프레시웨이(주),51500,18-Dec,52859763,-40076399,-42812308,57682209,-51893515,-34647637,+,-,-,+,-,-,성숙기,성숙기
11857,11857,씨제이프레시웨이(주),51500,19-Dec,66992906,-53216358,-26657113,78647571,-51658919,-31755330,+,-,-,+,-,-,성숙기,성숙기
11858,11858,씨케이에이치푸드앤헬스리미티드,900120,11-Jun,,,,67930801,-77007223,-12463630,8,8,8,+,-,-,8,성숙기
11859,11859,씨케이에이치푸드앤헬스리미티드,900120,12-Jun,,,,58926173,-13596142,59753586,8,8,8,+,-,+,8,성장기
11860,11860,씨케이에이치푸드앤헬스리미티드,900120,13-Jun,,,,71458251,-2303470,-6385586,8,8,8,+,-,-,8,성숙기
11861,11861,씨케이에이치푸드앤헬스리미티드,900120,14-Jun,,,,77930137,-5025220,-2149238,8,8,8,+,-,-,8,성숙기
11862,11862,씨케이에이치푸드앤헬스리미티드,900120,15-Jun,,,,95512928,-30800045,-1855038,8,8,8,+,-,-,8,성숙기
11863,11863,씨케이에이치푸드앤헬스리미티드,900120,16-Jun,,,,59228758,-34974204,-1457179,8,8,8,+,-,-,8,성숙기
11864,11864,씨케이에이치푸드앤헬스리미티드,900120,17-Jun,,,,54284114,1184118,399745,8,8,8,+,+,+,8,쇄신기
11865,11865,씨케이에이치푸드앤헬스리미티드,900120,18-Jun,,,,-57435132,-168374602,264767,8,8,8,-,-,+,8,도입기
11866,11866,씨케이에이치푸드앤헬스리미티드,900120,19-Jun,,,,-58059611,19962944,861432,8,8,8,-,+,+,8,쇠퇴기
11867,11867,씨큐브(주),101240,11-Dec,2632889,-6678521,4203808,,,,+,-,+,8,8,8,성장기,성장기
11868,11868,씨큐브(주),101240,12-Dec,1626097,-1369598,1107906,,,,+,-,+,8,8,8,성장기,성장기
11869,11869,씨큐브(주),101240,13-Dec,3563748,-2478309,-889244,,,,+,-,-,8,8,8,성숙기,성숙기
11870,11870,씨큐브(주),101240,14-Dec,5431491,-4515483,3358678,,,,+,-,+,8,8,8,성장기,성장기
11871,11871,씨큐브(주),101240,15-Dec,4055890,-4678733,-4449156,,,,+,-,-,8,8,8,성숙기,성숙기
11872,11872,씨큐브(주),101240,16-Dec,4389231,-3486463,-456516,,,,+,-,-,8,8,8,성숙기,성숙기
11873,11873,씨큐브(주),101240,17-Dec,5307730,-2425161,-146037,,,,+,-,-,8,8,8,성숙기,성숙기
11874,11874,씨큐브(주),101240,18-Dec,5603617,-10868954,2657832,,,,+,-,+,8,8,8,성장기,성장기
11875,11875,씨큐브(주),101240,19-Dec,5755539,-7688645,2553560,,,,+,-,+,8,8,8,성장기,성장기
11876,11876,아남전자(주),8700,11-Dec,-13692905,3032218,5543688,-13477724,2000047,6352973,-,+,+,-,+,+,쇠퇴기,쇠퇴기
11877,11877,아남전자(주),8700,12-Dec,7202488,1396584,-4092103,10362265,1277898,-7331758,+,+,-,+,+,-,쇄신기,쇄신기
11878,11878,아남전자(주),8700,13-Dec,1496387,-6541358,1367342,-1338773,-4382103,3777206,+,-,+,-,-,+,성장기,도입기
11879,11879,아남전자(주),8700,14-Dec,-9541781,-5439288,13762573,-14581127,-14404127,26941177,-,-,+,-,-,+,도입기,도입기
11880,11880,아남전자(주),8700,15-Dec,-5362007,1257684,4053520,-11010358,-3144969,15752788,-,+,+,-,-,+,쇠퇴기,도입기
11881,11881,아남전자(주),8700,16-Dec,1778510,9686583,-10232190,6673965,7237279,-11725846,+,+,-,+,+,-,쇄신기,쇄신기
11882,11882,아남전자(주),8700,17-Dec,-8467750,2781018,3550060,2097631,10226251,-13831420,-,+,+,+,+,-,쇠퇴기,쇄신기
11883,11883,아남전자(주),8700,18-Dec,1543683,-5191935,2710344,-4283122,-7761375,12223800,+,-,+,-,-,+,성장기,도입기
11884,11884,아남전자(주),8700,19-Dec,9448266,805138,-5169739,21129504,-1164645,-15802328,+,+,-,+,-,-,쇄신기,성숙기
11885,11885,아미코젠(주),92040,13-Dec,6623421,-18045620,12664382,,,,+,-,+,8,8,8,성장기,성장기
11886,11886,아미코젠(주),92040,14-Dec,4869278,-1201936,756565,4425691,-1275051,922573,+,-,+,+,-,+,성장기,성장기
11887,11887,아미코젠(주),92040,15-Dec,7378689,-38512049,31193234,12342714,-29064395,27750287,+,-,+,+,-,+,성장기,성장기
11888,11888,아미코젠(주),92040,16-Dec,1850480,-6286766,2588425,11276966,-15821659,-1865692,+,-,+,+,-,-,성장기,성숙기
11889,11889,아미코젠(주),92040,17-Dec,1476576,-15993126,11383469,11882053,-32513217,20639184,+,-,+,+,-,+,성장기,성장기
11890,11890,아미코젠(주),92040,18-Dec,829596,-7867402,6362227,2840023,-11185785,7311243,+,-,+,+,-,+,성장기,성장기
11891,11891,아미코젠(주),92040,19-Dec,1160773,3564717,1899006,8760341,-3735275,4287205,+,+,+,+,-,+,쇄신기,성장기
11892,11892,아비코전자(주),36010,11-Dec,1599620,11500690,-221006,597427,7494227,2482940,+,+,-,+,+,+,쇄신기,쇄신기
11893,11893,아비코전자(주),36010,12-Dec,3228028,-8581859,3092725,2671970,-8050054,2820995,+,-,+,+,-,+,성장기,성장기
11894,11894,아비코전자(주),36010,13-Dec,8411441,-10456482,5955305,8021269,-9691808,5623201,+,-,+,+,-,+,성장기,성장기
11895,11895,아비코전자(주),36010,14-Dec,13453587,2045007,-8638427,12733608,3054672,-8891519,+,+,-,+,+,-,쇄신기,쇄신기
11896,11896,아비코전자(주),36010,15-Dec,8178180,1672880,-3929224,8025977,3426415,-5280440,+,+,-,+,+,-,쇄신기,쇄신기
11897,11897,아비코전자(주),36010,16-Dec,19103969,-3469292,-5533563,18941519,-3480315,-5533563,+,-,-,+,-,-,성숙기,성숙기
11898,11898,아비코전자(주),36010,17-Dec,4212831,-3848600,-4049445,4192434,-3909361,-4049445,+,-,-,+,-,-,성숙기,성숙기
11899,11899,아비코전자(주),36010,18-Dec,9361251,-16366461,-2658587,9683000,-13542443,-2660087,+,-,-,+,-,-,성숙기,성숙기
11900,11900,아비코전자(주),36010,19-Dec,10114007,1278586,-1973940,5979545,1466398,26060,+,+,-,+,+,+,쇄신기,쇄신기
11901,11901,아세아(주),2030,11-Dec,-8811626,-7084047,11226976,40502486,-68576666,30292784,-,-,+,+,-,+,도입기,성장기
11902,11902,아세아(주),2030,12-Dec,40351094,-36420589,-17764026,153094173,-75463638,-47506099,+,-,-,+,-,-,성숙기,성숙기
11903,11903,아세아(주),2030,13-Dec,51498754,-14272273,-32544271,108550449,-60656109,-24894631,+,-,-,+,-,-,성숙기,성숙기
11904,11904,아세아(주),2030,14-Dec,-4332756,-19104213,-1397513,131936002,-131656627,-26322937,-,-,-,+,-,-,쇄신기,성숙기
11905,11905,아세아(주),2030,15-Dec,10601732,-525096,-2855043,83646966,-15865094,-64626155,+,-,-,+,-,-,성숙기,성숙기
11906,11906,아세아(주),2030,16-Dec,9653061,127038,-2908178,111381140,-100818918,42721991,+,+,-,+,-,+,쇄신기,성장기
11907,11907,아세아(주),2030,17-Dec,11469711,-6746003,-2851514,37274973,-50529933,50014860,+,-,-,+,-,+,성숙기,성장기
11908,11908,아세아(주),2030,18-Dec,6508343,-22543149,-2850914,237099419,-373300879,169165676,+,-,-,+,-,+,성숙기,성장기
11909,11909,아세아(주),2030,19-Dec,13237955,-8060770,-3326104,225459455,-128802222,-102376624,+,-,-,+,-,-,성숙기,성숙기
11910,11910,아세아시멘트(주),183190,13-Dec,12720177,-4321556,-2784489,16251242,-9127155,-2784489,+,-,-,+,-,-,성숙기,성숙기
11911,11911,아세아시멘트(주),183190,14-Dec,57022913,-46978805,-3113091,59448605,-48131775,-3196425,+,-,-,+,-,-,성숙기,성숙기
11912,11912,아세아시멘트(주),183190,15-Dec,59313962,-20968619,-19756104,64088005,-24744833,-19756104,+,-,-,+,-,-,성숙기,성숙기
11913,11913,아세아시멘트(주),183190,16-Dec,61683554,-52302115,-7213843,72374961,-56943669,-7213843,+,-,-,+,-,-,성숙기,성숙기
11914,11914,아세아시멘트(주),183190,17-Dec,68311388,-29497433,-1729874,56811390,-31157995,8270126,+,-,-,+,-,+,성숙기,성장기
11915,11915,아세아시멘트(주),183190,18-Dec,33924515,-417452122,319439771,89319577,-335355383,258667665,+,-,+,+,-,+,성장기,성장기
11916,11916,아세아시멘트(주),183190,19-Dec,35539265,-7981773,-25984051,109461592,-36179666,-87154331,+,-,-,+,-,-,성숙기,성숙기
11917,11917,아세아제지(주),2310,11-Dec,20079003,-16702660,-1136986,23134953,-27012351,7130829,+,-,-,+,-,+,성숙기,성장기
11918,11918,아세아제지(주),2310,12-Dec,49543424,-5454344,-13045149,69488495,-25045299,-13300954,+,-,-,+,-,-,성숙기,성숙기
11919,11919,아세아제지(주),2310,13-Dec,29088991,-1278535,-26288946,40714656,-9813498,-27710857,+,-,-,+,-,-,성숙기,성숙기
11920,11920,아세아제지(주),2310,14-Dec,52861443,-50116935,-17482457,79238861,-64330939,-24237408,+,-,-,+,-,-,성숙기,성숙기
11921,11921,아세아제지(주),2310,15-Dec,7918958,5235503,-26917902,13654335,9097490,-46404769,+,+,-,+,+,-,쇄신기,쇄신기
11922,11922,아세아제지(주),2310,16-Dec,26080650,-23810212,29645507,30848642,-43308181,50356089,+,-,+,+,-,+,성장기,성장기
11923,11923,아세아제지(주),2310,17-Dec,558236,-2252310,-2216358,-184093,-47067622,44596248,+,-,-,-,-,+,성숙기,도입기
11924,11924,아세아제지(주),2310,18-Dec,102470793,-33691748,-43623422,146184635,-61812636,-45153923,+,-,-,+,-,-,성숙기,성숙기
11925,11925,아세아제지(주),2310,19-Dec,63525416,-55282104,-11251820,110361395,-84305270,-19754192,+,-,-,+,-,-,성숙기,성숙기
11926,11926,아시아나아이디티(주),267850,18-Dec,17567514,-511352,10972019,17040161,-433012,10972019,+,-,+,+,-,+,성장기,성장기
11927,11927,아시아나아이디티(주),267850,19-Dec,-1671495,-2438152,-11418920,-244805,-4048471,-11418920,-,-,-,-,-,-,쇄신기,쇄신기
11928,11928,아시아나항공(주),20560,11-Dec,629368994,192908849,-833973132,641002503,208019396,-862402473,+,+,-,+,+,-,쇄신기,쇄신기
11929,11929,아시아나항공(주),20560,12-Dec,287104452,-588667037,299703892,345691616,-620770740,242828053,+,-,+,+,-,+,성장기,성장기
11930,11930,아시아나항공(주),20560,13-Dec,222827654,-483259115,397500648,739045605,-811294585,409172098,+,-,+,+,-,+,성장기,성장기
11931,11931,아시아나항공(주),20560,14-Dec,326932434,-192145776,-233103391,373360981,-390470802,-217863436,+,-,-,+,-,-,성숙기,성숙기
11932,11932,아시아나항공(주),20560,15-Dec,350873639,-408190115,-45552878,442506788,-851485911,328867456,+,-,-,+,-,+,성숙기,성장기
11933,11933,아시아나항공(주),20560,16-Dec,591058294,5852189,-527150649,658791506,-55139257,-511613256,+,+,-,+,-,-,쇄신기,성숙기
11934,11934,아시아나항공(주),20560,17-Dec,627208031,-596281699,-30545528,660315145,-654729092,-8227220,+,-,-,+,-,-,성숙기,성숙기
11935,11935,아시아나항공(주),20560,18-Dec,570323754,115015542,-642130202,717036968,223055928,-815268755,+,+,-,+,+,-,쇄신기,쇄신기
11936,11936,아시아나항공(주),20560,19-Dec,499340040,-715753540,125249254,558989483,-847797759,64344585,+,-,+,+,-,+,성장기,성장기
11937,11937,아이쓰리시스템(주),214430,15-Dec,4887518,-16899885,17232557,4870243,-16899885,17232557,+,-,+,+,-,+,성장기,성장기
11938,11938,아이쓰리시스템(주),214430,16-Dec,4061379,-22358,-3555418,4060867,-22358,-3555418,+,-,-,+,-,-,성숙기,성숙기
11939,11939,아이쓰리시스템(주),214430,17-Dec,10718015,-3687153,-1275305,10717515,-3687154,-1275305,+,-,-,+,-,-,성숙기,성숙기
11940,11940,아이쓰리시스템(주),214430,18-Dec,15220463,-13947490,-5837472,,,,+,-,-,8,8,8,성숙기,성숙기
11941,11941,아이쓰리시스템(주),214430,19-Dec,859956,-2598457,2096064,,,,+,-,+,8,8,8,성장기,성장기
11942,11942,아이에스동서(주),10780,11-Dec,-72225119,-39928841,100967491,-34028204,-130270212,160685910,-,-,+,-,-,+,도입기,도입기
11943,11943,아이에스동서(주),10780,12-Dec,-46610929,-4443915,54739481,10914514,-51678906,70130787,-,-,+,+,-,+,도입기,성장기
11944,11944,아이에스동서(주),10780,13-Dec,54637753,-6750899,-48250000,104486910,-62582419,-61084059,+,-,-,+,-,-,성숙기,성숙기
11945,11945,아이에스동서(주),10780,14-Dec,106302686,-52988619,-30141505,164049036,-131621702,-819223,+,-,-,+,-,-,성숙기,성숙기
11946,11946,아이에스동서(주),10780,15-Dec,-219814901,-59855709,372043278,-180769157,-64310533,349186890,-,-,+,-,-,+,도입기,도입기
11947,11947,아이에스동서(주),10780,16-Dec,33260385,-76707178,72065956,105851104,-148301407,65320029,+,-,+,+,-,+,성장기,성장기
11948,11948,아이에스동서(주),10780,17-Dec,15907373,-65840537,58922503,111302863,-137896721,50564640,+,-,+,+,-,+,성장기,성장기
11949,11949,아이에스동서(주),10780,18-Dec,193316429,-145491037,-78923506,256133932,-190916204,-105852132,+,-,-,+,-,-,성숙기,성숙기
11950,11950,아이에스동서(주),10780,19-Dec,-152321166,-15357629,251701867,-117157546,-38570169,257872156,-,-,+,-,-,+,도입기,도입기
11951,11951,아이진(주),185490,15-Dec,-4479072,-15445606,23211364,,,,-,-,+,8,8,8,도입기,도입기
11952,11952,아이진(주),185490,16-Dec,-5986252,615954,288264,,,,-,+,+,8,8,8,쇠퇴기,쇠퇴기
11953,11953,아이진(주),185490,17-Dec,-6759458,-8280191,18657586,,,,-,-,+,8,8,8,도입기,도입기
11954,11954,아이진(주),185490,18-Dec,-7482694,-26955547,30719379,,,,-,-,+,8,8,8,도입기,도입기
11955,11955,아이진(주),185490,19-Dec,-8186551,10908774,403131,-8321235,11071528,403130,-,+,+,-,+,+,쇠퇴기,쇠퇴기
11956,11956,아이큐어(주),175250,18-Dec,-4820354,-76207630,73181454,-7303532,-73179709,73138132,-,-,+,-,-,+,도입기,도입기
11957,11957,아이큐어(주),175250,19-Dec,-9070229,-55925486,68164539,-5943159,-55596602,67522662,-,-,+,-,-,+,도입기,도입기
11958,11958,아이크래프트(주),52460,11-Dec,1887488,941949,-3757879,,,,+,+,-,8,8,8,쇄신기,쇄신기
11959,11959,아이크래프트(주),52460,12-Dec,15473373,2911614,-2834793,,,,+,+,-,8,8,8,쇄신기,쇄신기
11960,11960,아이크래프트(주),52460,13-Dec,1434779,-2778908,-3432355,1380819,-2017371,-3432355,+,-,-,+,-,-,성숙기,성숙기
11961,11961,아이크래프트(주),52460,14-Dec,-2344011,-3885107,1266083,-2222123,-3885107,1266083,-,-,+,-,-,+,도입기,도입기
11962,11962,아이크래프트(주),52460,15-Dec,-4559032,-1136205,7252937,-4590911,-1312091,7252937,-,-,+,-,-,+,도입기,도입기
11963,11963,아이크래프트(주),52460,16-Dec,5998850,-1931148,-4510517,6038929,-1330046,-4510517,+,-,-,+,-,-,성숙기,성숙기
11964,11964,아이크래프트(주),52460,17-Dec,9664475,-1283755,-6966587,6577555,-473981,-4986620,+,-,-,+,-,-,성숙기,성숙기
11965,11965,아이크래프트(주),52460,18-Dec,2491742,-2067285,-1579117,-171973,809857,-724822,+,-,-,-,+,-,성숙기,쇠퇴기
11966,11966,아이크래프트(주),52460,19-Dec,8900970,947762,-2809036,8197422,887308,-3140761,+,+,-,+,+,-,쇄신기,쇄신기
11967,11967,아이텍(주),119830,11-Dec,8456637,-10602801,1139412,,,,+,-,+,8,8,8,성장기,성장기
11968,11968,아이텍(주),119830,12-Dec,4606913,-8843619,5307812,,,,+,-,+,8,8,8,성장기,성장기
11969,11969,아이텍(주),119830,13-Dec,8094494,-1207692,-6256637,,,,+,-,-,8,8,8,성숙기,성숙기
11970,11970,아이텍(주),119830,14-Dec,8567524,-17414550,8507140,,,,+,-,+,8,8,8,성장기,성장기
11971,11971,아이텍(주),119830,15-Dec,6497371,1540545,-9544850,,,,+,+,-,8,8,8,쇄신기,쇄신기
11972,11972,아이텍(주),119830,16-Dec,9189710,-4903463,-4682320,,,,+,-,-,8,8,8,성숙기,성숙기
11973,11973,아이텍(주),119830,17-Dec,6740715,-7000061,260482,,,,+,-,+,8,8,8,성장기,성장기
11974,11974,아이텍(주),119830,18-Dec,5441922,-67471689,70518045,5305269,-64347420,70492745,+,-,+,+,-,+,성장기,성장기
11975,11975,아이텍(주),119830,19-Dec,12256337,11500445,-26257890,10158751,13333090,-27510283,+,+,-,+,+,-,쇄신기,쇄신기
11976,11976,아진산업(주),13310,15-Dec,43104157,-23745796,-19248360,82266979,-77155736,-4744746,+,-,-,+,-,-,성숙기,성숙기
11977,11977,아진산업(주),13310,16-Dec,21744951,-39613262,18131498,83568562,-66345232,-19874065,+,-,+,+,-,-,성장기,성숙기
11978,11978,아진산업(주),13310,17-Dec,7754475,-58685060,50655621,37031441,-75747529,36246029,+,-,+,+,-,+,성장기,성장기
11979,11979,아진산업(주),13310,18-Dec,59058589,-66506164,8115963,97072248,-83307504,4758861,+,-,+,+,-,+,성장기,성장기
11980,11980,아진산업(주),13310,19-Dec,6931936,-39021476,44497363,61684953,-71701275,32509243,+,-,+,+,-,+,성장기,성장기
11981,11981,안국약품(주),1540,11-Dec,-6699466,7714410,1726834,-8182102,8344091,2594601,-,+,+,-,+,+,쇠퇴기,쇠퇴기
11982,11982,안국약품(주),1540,12-Dec,10782521,-7761420,5592,11514668,-8354746,310791,+,-,+,+,-,+,성장기,성장기
11983,11983,안국약품(주),1540,13-Dec,3239635,-3987909,-2878363,3642230,-4644769,-2725737,+,-,-,+,-,-,성숙기,성숙기
11984,11984,안국약품(주),1540,14-Dec,1208880,-474145,-103462,1286439,-728862,507308,+,-,-,+,-,+,성숙기,성장기
11985,11985,안국약품(주),1540,15-Dec,19659872,-12059184,6408760,19106090,-16722953,11408760,+,-,+,+,-,+,성장기,성장기
11986,11986,안국약품(주),1540,16-Dec,12560678,-7115300,-3104788,12622007,-7269662,-3233526,+,-,-,+,-,-,성숙기,성숙기
11987,11987,안국약품(주),1540,17-Dec,18769841,-10087868,-7226482,17463947,-8652785,-7182474,+,-,-,+,-,-,성숙기,성숙기
11988,11988,안국약품(주),1540,18-Dec,-564701,1513990,-3251442,-1201189,2652915,-2821462,-,+,-,-,+,-,쇠퇴기,쇠퇴기
11989,11989,안국약품(주),1540,19-Dec,23328575,-24762897,2761316,22078267,-27594220,6655136,+,-,+,+,-,+,성장기,성장기
11990,11990,알리코제약(주),260660,18-Dec,-2332856,-49377924,48601507,,,,-,-,+,8,8,8,도입기,도입기
11991,11991,알리코제약(주),260660,19-Dec,13133029,4081350,-7479270,,,,+,+,-,8,8,8,쇄신기,쇄신기
11992,11992,알서포트(주),131370,11-Dec,,,,,,,8,8,8,8,8,8,8,8
11993,11993,알서포트(주),131370,12-Dec,,,,,,,8,8,8,8,8,8,8,8
11994,11994,알서포트(주),131370,13-Dec,-5590333,-1189218,-1295119,3209191,-8421790,-1295119,-,-,-,+,-,-,쇄신기,성숙기
11995,11995,알서포트(주),131370,14-Dec,9633381,-5638916,-1382134,2507379,1917991,-1377032,+,-,-,+,+,-,성숙기,쇄신기
11996,11996,알서포트(주),131370,15-Dec,-1564745,4905318,-376060,-2105796,5752719,-1145534,-,+,-,-,+,-,쇠퇴기,쇠퇴기
11997,11997,알서포트(주),131370,16-Dec,2520378,-2266366,933340,489003,-178165,933340,+,-,+,+,-,+,성장기,성장기
11998,11998,알서포트(주),131370,17-Dec,-189729,496503,0,2571787,-2365902,0,-,+,0,+,-,9,9,9
11999,11999,알서포트(주),131370,18-Dec,2199209,-4871367,-26765,-485377,-404014,-711854,+,-,-,-,-,-,성숙기,쇄신기
12000,12000,알서포트(주),131370,19-Dec,2645787,-12396728,7211830,5603383,-14093707,6961960,+,-,+,+,-,+,성장기,성장기
12001,12001,알에스오토메이션(주),140670,17-Dec,-5022132,-6960320,12756399,-5041995,-6960320,12756399,-,-,+,-,-,+,도입기,도입기
12002,12002,알에스오토메이션(주),140670,18-Dec,-1261774,2150349,-2789797,-509907,2129499,-2789797,-,+,-,-,+,-,쇠퇴기,쇠퇴기
12003,12003,알에스오토메이션(주),140670,19-Dec,8443485,-2077962,-893304,7849372,-2077962,-899869,+,-,-,+,-,-,성숙기,성숙기
12004,12004,알에프머트리얼즈(주),327260,19-Dec,85511,-969513,11367244,,,,+,-,+,8,8,8,성장기,성장기
12005,12005,알에프에이치아이씨(주),218410,15-Dec,,,,,,,8,8,8,8,8,8,8,8
12006,12006,알에프에이치아이씨(주),218410,16-Dec,,,,,,,8,8,8,8,8,8,8,8
12007,12007,알에프에이치아이씨(주),218410,17-Dec,3884658,1707243,-1899458,5227687,3057653,-1898094,+,+,-,+,+,-,쇄신기,쇄신기
12008,12008,알에프에이치아이씨(주),218410,18-Dec,44922715,-29125937,24628127,48108086,-29590870,26006542,+,-,+,+,-,+,성장기,성장기
